"","SRR6078283.bam","SRR6078284.bam","SRR6078285.bam","SRR6078300.bam","SRR6078301.bam","SRR6078302.bam"
"GYS2",0,0,0,0,0,1
"LDHB",6407,6145,7136,5355,6038,6547
"LOC105369689",6,2,1,1,7,2
"LOC102724261",0,0,0,0,0,0
"KCNJ8",414,118,383,65,165,119
"ABCC9",4005,528,1478,170,920,1287
"CMAS",344,504,444,476,496,423
"LOC105369690",3,14,3,2,15,18
"SULT6B2P",0,0,0,0,1,2
"ST8SIA1",15,14,66,18,74,228
"LOC112268093",3,0,0,2,2,7
"LOC105369151",3,2,13,11,42,77
"C2CD5",732,879,715,607,626,630
"LOC105369692",0,0,0,0,0,0
"LOC105369691",1,1,0,0,0,1
"ETNK1",1325,1007,1096,777,955,1304
"LOC107984516",1,1,0,0,0,1
"LOC101928441",0,0,0,0,0,0
"SOX5",0,8,1,0,18,0
"LOC105369697",0,0,0,0,0,0
"LOC105369696",0,0,0,0,0,0
"MIR920",0,0,0,0,0,0
"SOX5-AS1",0,1,0,0,0,0
"LINC00477",0,2,1,1,2,1
"LOC105369698",0,0,0,0,0,0
"BCAT1",3214,6886,3630,3334,4070,1531
"LOC105369699",6,16,12,2,4,5
"LOC107984475",0,0,0,0,0,0
"C12orf77",0,0,0,0,0,0
"LOC645177",0,0,0,0,0,0
"LRMP",1,1,0,0,1,0
"CASC1",6,3,6,5,9,7
"ETFRF1",211,149,232,153,218,223
"KRAS",1062,1196,775,940,1335,1135
"LOC105369701",0,0,0,0,0,0
"LMNTD1",9,1,2,2,1,3
"MIR4302",0,0,0,0,0,0
"RASSF8-AS1",113,86,106,167,119,138
"RASSF8",5062,5073,4876,5001,5980,5456
"LOC107984501",24,16,7,8,31,31
"BHLHE41",80,143,50,131,151,76
"SSPN",959,974,981,654,883,1200
"LOC101928554",2,4,0,1,2,2
"LOC105369705",0,0,2,3,0,1
"LOC105369704",0,0,0,0,0,0
"LOC107984482",0,0,0,1,2,0
"ITPR2",676,1952,605,951,1201,695
"LOC105369706",1,2,1,2,3,0
"INTS13",549,962,621,630,626,599
"FGFR1OP2",936,982,1021,687,716,818
"TM7SF3",792,929,1058,1161,1404,1401
"MED21",575,625,643,627,714,669
"C12orf71",0,1,1,1,1,1
"STK38L",382,2430,490,482,594,560
"ARNTL2",414,733,294,807,1153,734
"ARNTL2-AS1",1,0,0,2,1,1
"SMCO2",1,0,1,7,12,6
"PPFIBP1",1467,1763,1109,3464,3465,1923
"LOC107984461",5,7,1,9,18,14
"REP15",17,17,4,19,16,16
"MRPS35",794,748,918,709,847,893
"MANSC4",3,2,2,1,0,3
"KLHL42",1247,1923,1116,1053,1237,1394
"LOC105369709",0,0,0,0,0,0
"PTHLH",39,12,23,42,91,57
"LOC105369710",4,3,2,2,1,2
"LOC107984462",0,1,0,0,1,0
"LOC729291",4,1,4,16,8,12
"CCDC91",414,589,495,594,547,515
"LOC101928705",39,36,39,26,29,52
"LOC105369711",0,0,0,0,0,3
"LOC101928735",1,1,3,3,0,5
"FAR2",140,218,295,129,282,443
"LOC100506606",13,17,8,5,21,42
"ERGIC2",1059,1402,1259,1557,1427,1384
"OVCH1-AS1",0,6,6,11,6,9
"OVCH1",3,5,0,3,2,22
"TMTC1",67,1235,103,587,572,2445
"LOC105369714",1,3,0,4,4,18
"LOC105369715",0,0,0,0,0,0
"LOC105369716",0,0,0,0,0,0
"LINC02386",0,0,0,0,0,0
"LOC105369718",0,0,0,0,0,0
"LOC105369719",0,0,1,0,0,0
"LOC105369720",2,6,1,2,6,9
"IPO8",1200,1982,1039,947,1415,1507
"CAPRIN2",447,750,439,722,880,659
"LOC645485",0,1,0,3,4,4
"LINC00941",21,43,26,65,73,19
"LOC107984476",0,1,0,0,1,2
"TSPAN11",21,9,35,42,317,162
"DDX11-AS1",2,0,1,2,7,7
"DDX11",222,210,218,222,427,166
"OVOS2",1,0,1,1,0,1
"SINHCAF",72,144,119,37,129,91
"FLJ13224",1,2,0,4,1,2
"LINC02387",0,0,0,0,0,0
"DENND5B",786,796,549,919,895,622
"DENND5B-AS1",2,4,1,5,5,14
"ETFBKMT",130,102,147,151,188,142
"AMN1",49,47,67,53,45,67
"LOC105369722",0,5,0,0,3,2
"LOC105369724",0,0,0,0,0,0
"LOC107984470",0,0,0,0,0,0
"H3F3C",127,152,181,115,159,197
"LOC107984532",0,0,0,1,0,0
"LINC02422",0,0,0,0,0,0
"LOC105369725",1,1,1,1,4,6
"RESF1",605,495,531,585,682,687
"LOC102724618",0,0,1,0,0,0
"LOC107984473",0,0,0,0,0,0
"BICD1",195,384,200,363,329,254
"FGD4",550,808,320,404,273,281
"DNM1L",1481,2484,1436,2049,2050,1637
"YARS2",412,516,462,358,341,459
"PKP2",0,2,0,2,14,0
"SYT10",0,0,0,0,0,0
"LOC105369726",0,0,0,0,0,0
"ALG10",261,252,234,390,596,344
"LOC107984469",0,0,0,0,0,0
"ALG10B",183,173,151,236,359,286
"CPNE8",382,70,235,310,280,490
"LOC107984504",4,0,8,6,5,5
"LOC107984484",0,0,0,0,0,0
"LINC02406",0,0,0,0,0,0
"KIF21A",86,119,86,144,207,188
"LOC101927019",1,1,0,0,1,0
"ABCD2",2,1,1,0,1,4
"C12orf40",2,2,0,1,2,1
"SLC2A13",426,706,484,860,773,574
"LOC112268095",3,2,0,3,3,4
"LINC02555",0,0,0,0,0,0
"LINC02471",0,0,0,0,0,0
"LOC107984474",0,0,0,0,0,0
"LOC105369735",0,0,0,0,0,0
"LRRK2",1013,334,696,493,452,1240
"LOC105369736",4,0,0,2,1,2
"MUC19",5,5,8,1,4,20
"CNTN1",42,3,20,22,116,890
"LOC107984496",0,0,0,0,0,0
"PDZRN4",0,0,0,0,1,0
"LOC107984499",0,0,0,0,0,0
"LOC107984498",0,0,0,0,0,0
"LINC02400",0,0,0,0,0,0
"LOC105378247",0,1,0,2,0,0
"GXYLT1",410,420,335,506,707,514
"YAF2",301,587,478,324,342,363
"ZCRB1",718,516,921,650,848,680
"MIR7851",2,0,0,0,1,2
"PPHLN1",787,902,955,954,1124,944
"PRICKLE1",476,421,207,181,396,225
"LINC02402",0,0,0,0,0,0
"LINC02451",0,0,1,0,0,0
"LINC02450",0,0,0,0,0,0
"LINC02461",0,0,0,0,0,0
"ADAMTS20",0,1,0,0,0,0
"PUS7L",1001,1225,925,959,1156,941
"IRAK4",713,756,793,500,563,666
"TWF1",2013,2859,2237,2016,2134,2823
"TMEM117",265,254,241,259,238,243
"NELL2",0,0,0,0,1,2
"DBX2",0,0,0,0,0,0
"LOC105369742",0,0,0,0,0,0
"RACGAP1P",10,11,9,46,50,24
"PLEKHA8P1",71,89,67,99,115,99
"ANO6",3520,4600,3464,4789,5280,5209
"LOC105369743",2,0,5,2,3,5
"LOC105369744",0,0,0,0,0,0
"LINC00938",92,85,82,147,138,158
"ARID2",740,523,547,769,961,901
"LOC105369745",2,3,1,9,5,6
"SCAF11",2267,4002,2212,2231,2620,2519
"SLC38A1",2526,3845,2914,2063,3951,2663
"LOC105378248",2,1,1,1,0,3
"SLC38A2",23311,29071,24340,23436,24741,13634
"LOC102723757",2,2,3,0,3,1
"LOC100288798",31,49,39,30,36,23
"SLC38A4",90,209,116,92,160,121
"LOC107984466",0,1,1,1,3,0
"AMIGO2",404,3847,1335,795,1150,392
"PCED1B",33,47,62,34,36,31
"MIR4698",1,0,0,0,0,0
"PCED1B-AS1",0,1,4,3,3,3
"LOC105369746",1,4,1,0,0,1
"LOC105369747",2,2,2,1,0,1
"LINC02416",0,0,0,0,0,0
"MIR4494",0,0,0,0,0,0
"LINC02156",0,1,0,0,0,0
"RPAP3",541,700,467,569,638,553
"LOC105369748",30,7,31,18,17,30
"ENDOU",10,1,5,7,8,11
"RAPGEF3",386,124,285,342,154,154
"SLC48A1",470,187,456,383,490,653
"HDAC7",2620,1355,2408,2776,2625,3529
"LINC02354",10,6,4,15,6,13
"VDR",1299,822,899,1505,1266,1265
"TMEM106C",631,536,1057,863,1031,1148
"COL2A1",2,1,1,5,2,8
"LOC105369752",0,0,0,0,0,0
"LOC105369750",0,0,0,0,0,0
"SENP1",412,416,402,456,639,492
"PFKM",1680,1472,1523,1150,1192,1698
"MIR6505",2,0,1,0,0,2
"ASB8",510,351,437,559,589,525
"CCDC184",6,7,9,1,8,7
"LOC102725258",2,0,0,0,2,2
"OR10AD1",1,1,0,1,1,5
"LOC105369753",0,0,0,0,0,0
"H1FNT",0,0,0,0,0,0
"ZNF641",379,408,327,291,303,376
"C12orf54",1,0,0,0,2,0
"ANP32D",4,5,2,4,3,3
"OR8S1",0,0,0,0,0,0
"LALBA",1,0,1,0,0,0
"KANSL2",531,553,608,580,651,624
"SNORA2C",0,2,4,5,1,5
"MIR1291",0,1,0,0,0,1
"SNORA2A",1,1,2,7,3,5
"SNORA2B",1,2,4,5,3,7
"CCNT1",1239,1306,1215,1121,1257,1118
"TEX49",1,0,0,1,0,1
"ADCY6",810,1128,717,862,1196,1137
"MIR4701",1,1,2,0,1,3
"LOC100506125",0,0,0,0,0,1
"LOC101927241",3,0,2,1,5,2
"CACNB3",512,463,480,417,437,605
"DDX23",1536,1740,1511,1823,2073,1753
"LOC105369755",1,0,0,0,4,2
"RND1",3,1,0,3,4,0
"CCDC65",13,8,20,20,28,38
"FKBP11",409,564,818,489,597,522
"ARF3",1962,1533,1860,2909,3075,2410
"WNT10B",6,4,0,24,21,3
"WNT1",0,0,1,0,1,0
"LOC105369757",0,0,0,0,0,0
"LOC105369756",0,0,0,0,0,0
"DDN",6,10,12,9,6,11
"DDN-AS1",8,21,13,15,20,19
"PRKAG1",1567,1501,1978,1382,1660,1626
"KMT2D",663,741,446,976,1175,1063
"RHEBL1",7,12,17,37,37,19
"DHH",0,0,0,0,0,0
"LOC105369759",0,2,0,2,2,0
"LMBR1L",752,685,806,530,585,837
"TUBA1B",7638,11310,6848,19613,26198,15216
"LOC105369760",1,4,1,4,14,3
"TUBA1A",5894,9097,6569,12233,12058,9964
"TUBA1C",3709,4499,3449,10794,11883,8101
"LOC101927267",6,4,5,5,17,3
"PRPH",0,0,0,0,0,0
"TROAP",85,62,40,451,768,131
"C1QL4",0,1,0,2,1,0
"DNAJC22",7,43,50,7,53,15
"SPATS2",484,399,552,472,521,388
"LOC100335030",15,5,10,10,8,16
"KCNH3",6,5,13,4,5,5
"LOC105369761",1,0,0,0,0,0
"MCRS1",983,1145,1165,965,1141,1067
"FAM186B",16,11,17,12,25,18
"PRPF40B",244,245,212,163,225,312
"FMNL3",943,1123,707,1299,1282,831
"TMBIM6",10453,8639,11995,14812,14929,13492
"NCKAP5L",700,545,583,914,1051,1226
"BCDIN3D-AS1",18,18,20,8,20,33
"BCDIN3D",81,56,93,70,96,84
"FAIM2",51,11,42,9,3,86
"LINC02396",1,0,0,0,0,0
"LINC02395",0,0,0,0,0,1
"LOC105369763",0,1,0,0,0,1
"AQP2",0,0,0,0,0,0
"LOC101927318",0,0,0,0,0,0
"AQP5",0,0,1,1,0,0
"LOC105369764",0,0,0,1,1,0
"AQP6",0,1,0,0,2,0
"LOC102723963",0,0,0,0,0,0
"RACGAP1",613,765,522,2455,3729,727
"ASIC1",105,41,59,37,41,64
"SMARCD1",547,404,449,766,834,735
"GPD1",4,1,4,4,8,5
"COX14",395,288,576,335,340,361
"CERS5",429,1059,438,704,779,576
"LIMA1",12110,17392,12600,11201,10517,9159
"MIR1293",0,0,0,0,0,0
"LOC107984505",9,6,14,10,16,7
"FAM186A",3,2,2,4,4,1
"LARP4",1263,1349,1048,1281,1379,1302
"SNORD133",949,549,1265,1003,1078,1002
"DIP2B",1139,1102,821,923,1104,1235
"ATF1",756,507,818,459,628,750
"TMPRSS12",0,1,0,0,0,0
"METTL7A",363,72,361,533,652,928
"HIGD1C",2,2,2,0,5,7
"SLC11A2",774,882,1169,883,1134,1306
"LETMD1",769,420,863,618,677,975
"CSRNP2",581,696,514,641,739,681
"TFCP2",370,634,409,319,386,432
"POU6F1",298,186,286,209,385,388
"DAZAP2",1648,639,1606,1815,2116,1719
"SMAGP",218,99,124,261,308,148
"LOC102723983",39,9,29,32,43,29
"BIN2",0,0,0,0,0,0
"LOC105369767",1,0,0,0,0,0
"CELA1",1,0,1,1,2,0
"GALNT6",307,834,841,1393,1047,429
"SLC4A8",169,218,138,496,663,194
"LOC107984508",2,0,2,5,7,3
"LOC105369768",1,1,1,0,1,0
"SCN8A",1137,1066,938,799,885,1285
"FIGNL2",24,23,10,18,21,28
"LOC105369971",2,0,0,0,0,0
"ANKRD33",1,1,0,0,1,1
"ACVRL1",1397,982,1559,1144,907,3028
"ACVR1B",548,256,367,515,584,575
"GRASP-AS1",0,0,0,0,0,1
"GRASP",129,57,111,111,124,255
"NR4A1",131,127,135,280,174,216
"LOC107984510",4,5,6,22,8,8
"ATG101",669,1071,925,793,840,888
"OR7E47P",0,0,0,0,0,3
"LOC112268096",0,0,1,0,1,2
"LOC105369771",0,0,0,0,0,0
"KRT80",3,20,25,29,80,8
"C12orf80",0,0,0,0,0,1
"LINC00592",1,1,2,0,1,1
"KRT7",172,833,288,659,479,198
"KRT7-AS",7,22,2,7,8,5
"KRT87P",1,4,2,2,1,3
"KRT86",2,8,4,5,8,10
"KRT81",0,8,1,37,6,2
"KRT83",0,0,0,0,0,0
"KRT85",0,0,0,1,1,0
"KRT84",0,0,0,0,0,0
"KRT82",0,0,0,0,0,0
"KRT75",0,0,0,0,0,0
"KRT6B",0,1,0,1,0,0
"KRT6C",0,0,0,0,0,0
"KRT6A",0,0,0,0,0,0
"KRT5",0,0,0,0,0,0
"KRT71",0,0,0,0,0,0
"KRT74",0,0,0,0,0,0
"KRT72",0,1,0,0,0,0
"KRT73",0,0,0,0,0,0
"KRT73-AS1",0,0,0,0,0,0
"LOC105369772",0,0,0,0,0,0
"KRT2",0,0,0,0,0,0
"KRT1",0,0,0,0,1,0
"KRT77",0,0,0,0,0,0
"KRT76",0,0,0,0,0,0
"KRT3",0,0,0,0,0,0
"KRT4",0,2,2,1,2,0
"KRT79",0,0,0,1,0,0
"KRT78",0,0,0,0,0,0
"KRT8",16,18,47,5,5,4
"KRT18",24,223,56,9,24,2
"EIF4B",10789,7496,10484,4073,6401,14773
"LOC283335",29,41,16,29,32,53
"TNS2",2182,931,1198,1368,1742,2175
"MIR6757",7,5,0,0,3,8
"SPRYD3",721,1056,685,1532,1316,795
"IGFBP6",5480,5542,13493,3839,3301,5112
"SOAT2",1,3,4,14,42,8
"CSAD",254,200,199,386,384,407
"ZNF740",850,760,800,547,760,1044
"ITGB7",12,3,3,8,8,10
"RARG",1474,675,1442,1734,1915,2422
"MFSD5",558,317,566,631,646,796
"ESPL1",133,121,69,717,1056,273
"PFDN5",2952,2716,4504,2199,2489,3251
"LOC112268097",30,28,30,45,35,46
"C12orf10",458,402,557,457,484,565
"AAAS",662,616,682,599,888,689
"SP7",1,0,1,1,1,8
"SP1",1841,1602,1452,1761,2226,2293
"AMHR2",0,0,1,0,0,0
"PRR13",291,139,329,445,507,553
"PCBP2",1615,1561,1682,1258,1788,1786
"PCBP2-OT1",6,6,4,9,11,11
"MAP3K12",1184,822,1081,670,823,1462
"TARBP2",437,405,581,458,589,523
"ATF7",178,171,108,236,313,219
"NPFF",3,12,7,8,5,15
"LOC100652999",0,1,0,1,0,3
"ATP5MC2",1544,870,1965,1128,1501,1787
"CALCOCO1",3020,2019,2424,2517,2457,2536
"LOC105369774",1,1,2,1,3,4
"CISTR",0,0,0,0,0,0
"LOC105378250",0,0,0,0,0,0
"LOC107984525",0,1,7,1,0,0
"HOXC13-AS",0,0,3,0,0,0
"HOXC13",0,0,3,0,0,0
"LOC105369775",0,0,0,0,0,0
"HOXC12",0,0,0,0,0,0
"HOTAIR",0,0,184,0,0,0
"HOXC11",0,2,261,0,0,0
"HOXC-AS3",0,0,5,0,0,0
"HOXC10",2,9,317,39,18,25
"MIR196A2",0,0,1,0,0,1
"HOXC-AS2",0,3,27,1,8,4
"HOXC-AS1",5,3,10,3,3,8
"HOXC9",42,117,197,150,107,123
"LOC107984512",14,8,41,18,15,41
"HOXC8",187,202,216,853,554,452
"HOXC4",154,123,217,226,233,264
"HOXC5",40,58,47,109,96,131
"HOXC6",232,280,440,461,461,456
"MIR615",0,0,0,0,1,1
"FLJ12825",4,6,8,2,6,15
"LOC100240735",7,25,30,38,43,62
"LOC100240734",0,2,4,4,4,8
"SMUG1",299,386,422,385,517,493
"LINC02381",298,444,394,482,442,843
"SMUG1-AS1",10,13,6,8,10,55
"LOC102724030",6,2,7,1,1,12
"LOC105369777",0,0,0,0,1,0
"CBX5",2742,2303,1920,4675,6523,3583
"MIR3198-2",0,0,0,0,0,0
"SCAT2",3,6,6,12,12,13
"HNRNPA1",1272,658,704,1262,2175,2229
"NFE2",24,1,7,2,5,6
"COPZ1",2179,1839,2493,2577,2925,2437
"MIR148B",2,0,0,0,1,3
"LOC102724050",20,35,13,17,18,26
"GPR84",0,0,0,0,0,0
"ZNF385A",20,5,11,11,14,20
"ITGA5",8916,16455,7887,13165,15700,9953
"GTSF1",0,0,0,0,1,8
"NCKAP1L",1,1,1,1,3,0
"PDE1B",0,3,0,0,6,12
"PPP1R1A",0,0,0,0,0,0
"GLYCAM1",0,0,0,0,0,0
"LACRT",0,0,0,0,0,0
"DCD",0,0,0,0,0,0
"MUCL1",0,0,0,0,1,0
"TESPA1",0,0,0,1,0,0
"LOC107984515",0,0,0,0,0,0
"NEUROD4",0,0,0,0,0,0
"LOC101927484",0,0,0,0,0,0
"OR9K2",0,0,0,0,0,0
"OR10A7",0,0,0,0,0,0
"OR6C74",0,0,0,0,0,0
"OR6C6",0,0,0,0,0,0
"OR6C1",0,0,0,0,0,0
"OR6C3",0,0,0,0,0,0
"OR6C75",0,0,0,0,0,0
"OR6C65",0,0,0,0,0,0
"OR6C76",0,0,0,0,0,0
"OR6C2",0,0,0,0,0,0
"OR6C70",0,0,0,0,0,0
"OR6C68",0,0,0,0,0,0
"OR6C4",0,0,0,0,0,0
"OR2AP1",0,0,0,0,0,0
"OR10P1",0,0,0,0,0,0
"METTL7B",8,4,2,17,4,16
"ITGA7",372,2900,212,123,626,1154
"BLOC1S1-RDH5",1,2,2,0,1,0
"BLOC1S1",505,365,729,314,399,478
"RDH5",48,126,52,52,65,124
"CD63",21603,20876,39665,24242,25728,30640
"LOC105369779",129,81,114,88,104,175
"GDF11",536,227,264,326,317,415
"SARNP",542,720,770,593,713,571
"ORMDL2",214,281,286,311,404,284
"DNAJC14",887,918,988,1038,1122,1019
"TMEM198B",207,48,164,180,191,275
"MMP19",383,183,308,349,504,465
"PYM1",321,262,501,351,341,357
"DGKA",475,599,545,537,671,678
"PMEL",16,9,23,9,17,16
"CDK2",363,461,369,1144,1334,539
"RAB5B",597,308,467,846,821,617
"SUOX",237,113,192,291,311,240
"IKZF4",15,19,18,38,56,28
"LOC105369781",1,0,0,0,1,1
"LOC105369780",1,1,2,0,6,2
"RPS26",62,45,61,42,69,162
"ERBB3",10,10,10,7,26,18
"LOC105369782",0,0,2,0,2,0
"PA2G4",736,1121,836,1272,1420,1043
"RPL41",416,375,575,300,276,3354
"ZC3H10",274,207,326,275,375,386
"ESYT1",4900,6893,4929,5909,6133,5881
"LOC107987175",1,0,0,1,1,4
"MYL6B",860,646,1210,593,768,1000
"MYL6",15124,32720,22906,19479,20530,11785
"SMARCC2",2352,1316,1921,1451,2158,2572
"TRS-CGA4-1",0,0,0,0,0,0
"LOC107984468",0,0,0,1,0,0
"RNF41",1569,1936,1735,1171,1606,1818
"NABP2",434,346,511,412,563,387
"SLC39A5",6,4,4,7,5,9
"ANKRD52",1013,894,818,1550,2085,1389
"COQ10A",167,102,216,131,178,204
"CS",1001,684,876,1192,1567,1349
"CNPY2",935,1259,1402,1429,1764,1353
"LOC112268098",6,7,5,6,5,5
"PAN2",780,488,692,494,909,786
"IL23A",4,5,16,10,12,14
"STAT2",8125,5287,8481,6306,7448,10874
"APOF",0,0,1,2,1,1
"TIMELESS",295,552,191,643,978,360
"MIP",0,0,1,4,1,1
"SPRYD4",199,147,180,196,240,238
"GLS2",2,0,1,0,0,5
"SNORA105C",10,9,7,3,9,11
"RBMS2",749,524,553,1031,985,671
"BAZ2A",889,535,474,980,1152,1149
"ATP5F1B",6408,8913,7731,10348,9544,7235
"SNORD59B",4,1,5,3,5,4
"SNORD59A",1,6,3,14,10,11
"PTGES3",1441,1255,1237,2079,2638,1861
"NACA",8712,6731,10930,5627,6408,10351
"PRIM1",62,73,83,168,270,117
"HSD17B6",6,151,16,44,95,22
"SDR9C7",0,0,1,0,1,0
"RDH16",1,0,1,0,0,1
"GPR182",2,1,1,0,1,3
"ZBTB39",210,162,221,167,219,219
"TAC3",0,0,0,0,0,1
"MYO1A",2,0,0,0,2,2
"NEMP1",403,265,263,749,1112,623
"NAB2",1406,1036,1366,1220,854,2102
"STAT6",4921,4213,5020,4018,3301,6303
"LRP1",55662,53432,44350,46437,49849,103823
"LRP1-AS",30,15,16,26,42,50
"MIR1228",1,0,1,0,0,0
"NXPH4",19,13,6,18,30,26
"SHMT2",4082,5212,5172,2753,3424,4954
"NDUFA4L2",49,44,44,45,36,61
"STAC3",30,21,26,17,32,42
"R3HDM2",509,273,316,409,610,611
"INHBC",0,0,0,2,1,1
"INHBE",55,89,59,7,59,62
"GLI1",18,11,7,1,22,7
"ARHGAP9",4,9,4,6,12,2
"MARS",4085,7859,4967,3538,4659,4868
"MIR6758",10,12,7,3,6,12
"DDIT3",991,815,1009,583,671,1446
"MIR616",21,18,13,29,22,39
"MBD6",107,66,68,93,168,143
"DCTN2",2737,3261,3171,2482,2963,2827
"KIF5A",33,38,10,9,60,14
"PIP4K2C",192,250,223,294,411,181
"DTX3",498,416,427,331,475,551
"ARHGEF25",956,995,913,697,1138,1025
"LOC101927583",8,9,11,6,21,15
"SLC26A10",10,19,12,13,34,19
"B4GALNT1",67,67,30,47,149,79
"OS9",7669,8257,8128,6779,6951,11430
"AGAP2",12,29,20,10,14,24
"AGAP2-AS1",86,101,153,102,139,160
"TSPAN31",488,614,551,536,552,627
"CDK4",1189,1002,1191,1000,1257,1503
"MIR6759",0,0,0,0,0,0
"MARCH9",49,45,36,12,53,66
"CYP27B1",5,16,9,11,12,11
"METTL1",65,173,100,99,176,142
"EEF1AKMT3",194,100,231,215,341,201
"TSFM",386,500,443,452,411,475
"AVIL",127,107,132,91,122,213
"CTDSP2",5443,1825,4047,4210,5250,5627
"MIR26A2",0,0,0,0,1,1
"LOC105369783",44,42,40,38,74,111
"LOC283387",6,1,4,10,11,10
"LOC101927608",1,1,1,1,2,5
"GIHCG",97,78,104,124,142,115
"ATP23",163,65,70,59,60,170
"LOC105369784",0,0,0,0,0,0
"LINC02403",0,0,0,0,0,0
"LOC105369786",0,0,0,0,0,0
"LOC105369787",0,0,0,0,0,1
"LOC105369788",0,0,0,0,1,0
"LOC105369789",3,2,0,0,2,1
"LINC02388",0,0,0,1,1,0
"LOC100506869",1,0,1,1,0,2
"LRIG3",3959,1334,1972,1075,1732,3254
"LOC105369791",6,3,5,9,4,3
"LINC02448",0,0,0,0,0,0
"SLC16A7",3443,2090,2393,2211,2257,2909
"LOC105369793",3,0,1,5,3,3
"TAFA2",103,36,87,86,215,377
"USP15",1118,1802,1110,1297,1344,1360
"MIR6125",0,0,0,0,0,0
"MON2",1984,3159,1901,1845,2364,2686
"LINC01465",62,121,95,99,114,174
"MIRLET7I",13,18,8,11,25,31
"PPM1H",37,36,44,42,62,31
"LOC105369795",0,0,0,1,0,0
"AVPR1A",0,0,0,2,2,192
"LOC105369797",0,0,0,0,0,0
"DPY19L2",85,54,52,39,59,132
"RXYLT1",326,320,317,254,352,398
"RXYLT1-AS1",8,3,13,5,25,18
"SRGAP1",1319,414,729,1164,969,1733
"LOC105369801",51,32,18,48,46,76
"LOC105369798",5,2,1,3,5,7
"C12orf66",90,53,82,99,118,85
"C12orf56",7,7,1,63,29,45
"XPOT",6760,8719,7642,5253,6465,9942
"TBK1",1032,1213,1044,956,974,953
"LOC105369803",0,2,0,1,0,1
"LOC107984521",0,0,0,0,0,0
"LOC105369804",0,1,1,0,0,0
"RASSF3",494,1042,580,440,605,557
"MIR548C",0,0,0,0,0,0
"MIR548Z",0,0,0,0,0,0
"GNS",8308,5352,8631,10209,9183,14128
"TBC1D30",9,4,4,7,13,12
"LINC02389",0,0,0,0,0,0
"LINC02231",0,0,0,0,0,0
"LOC107984522",0,0,0,0,0,1
"WIF1",2,0,0,7,1,20
"LEMD3",706,955,772,866,976,837
"MSRB3",2785,6934,3607,3327,4651,2966
"LOC100507065",4,7,3,8,9,9
"LOC105369809",2,2,4,0,4,1
"LOC105369187",0,0,0,0,0,0
"LOC105369808",0,0,0,0,0,0
"LINC02454",30,8,8,16,14,14
"LOC105369806",0,0,0,0,0,0
"RPSAP52",90,24,27,48,58,47
"HMGA2",354,156,149,185,234,202
"HMGA2-AS1",121,54,36,116,179,255
"MIR6074",0,0,0,0,0,0
"LINC02425",0,0,0,0,1,0
"LLPH",574,606,707,558,525,625
"LLPH-DT",0,0,0,0,3,2
"TMBIM4",1206,833,1561,1331,1490,1367
"IRAK3",408,241,372,478,479,759
"MIR6502",0,0,0,0,0,0
"HELB",86,83,98,94,129,96
"GRIP1",7,1,6,2,4,8
"LOC105369811",0,0,1,0,0,0
"LOC102724421",0,0,0,0,0,0
"CAND1",4940,5915,4711,4035,4506,4802
"LOC105369813",0,0,0,2,0,0
"LOC105369812",0,2,2,3,5,2
"LINC02420",0,0,0,0,0,0
"LINC02408",0,0,1,0,0,0
"LINC02442",0,0,0,0,0,0
"DYRK2",985,2222,1136,1513,1671,1518
"LOC105369816",17,32,11,30,42,45
"LINC02421",4,10,0,6,6,1
"LOC107984531",0,2,0,0,2,2
"LOC107984526",0,0,0,0,0,0
"LINC01479",0,0,0,0,0,1
"IFNG-AS1",0,1,0,0,0,1
"IFNG",0,0,0,0,0,0
"LOC105369818",4,1,0,4,3,0
"IL26",0,0,0,0,1,0
"IL22",0,0,0,0,0,0
"MDM1",258,310,293,329,364,395
"LOC105369819",2,4,3,8,2,3
"LINC02384",2,8,4,4,6,12
"RAP1B",890,1890,1452,1321,1547,2509
"SNORA70G",0,4,4,6,9,4
"LOC100507250",2,3,3,3,1,5
"NUP107",682,885,651,857,1347,905
"SLC35E3",311,389,369,717,631,523
"LOC105369820",3,2,2,5,2,8
"LOC100130075",4,1,1,2,2,2
"MDM2",4205,2934,3968,3923,5861,5088
"CPM",231,98,355,237,330,129
"LOC107984471",0,2,3,0,3,1
"CPSF6",1273,1228,1195,1496,1757,1572
"MIR1279",0,0,0,0,0,0
"LYZ",0,0,1,0,1,0
"YEATS4",208,226,282,254,285,271
"LINC02373",0,1,1,1,3,1
"FRS2",768,827,699,900,1048,833
"SNORA113",2,0,1,1,0,0
"MIR3913-1",0,0,0,0,0,0
"MIR3913-2",0,0,0,0,0,0
"CCT2",2416,4186,2586,2972,3335,2871
"LRRC10",1,0,0,1,0,2
"LOC105369823",0,0,0,1,2,0
"BEST3",0,3,0,0,5,1
"LOC101928002",0,0,0,0,0,0
"RAB3IP",46,130,21,93,133,119
"MYRFL",1,3,0,1,0,0
"LOC105369826",1,0,1,0,0,3
"LINC01481",38,9,37,17,38,31
"CNOT2",1263,1386,1484,1220,1423,1667
"KCNMB4",26,58,32,96,252,86
"LOC105369827",0,0,0,0,0,0
"PTPRB",86,546,33,396,451,32
"LOC105369828",1,0,0,0,1,1
"PTPRR",7,9,6,30,24,1
"TSPAN8",0,1,0,11,1,2
"LOC105369831",0,0,0,0,0,0
"LOC105369832",0,0,0,0,0,0
"LGR5",13,27,7,512,341,34
"LOC105369833",0,0,0,3,2,0
