# Program:featureCounts v2.0.2; Command:"/mnt/md127/bio-tools/featureCounts/subread-2.0.2-source/bin/featureCounts" "-T" "32" "-p" "-g" "gene_id" "-a" "/mnt/archive/Karol_organized_2020/NGSprint/genome/hg38.refGene.gtf" "-o" "FeatureCounts_all_reads.txt" "SRR6078274.sorted.bam" "SRR6078275.subread.sorted.bam" "SRR6078276.sorted.bam" "SRR6078291.subread.sorted.bam" "SRR6078292.sorted.bam" "SRR6078293.sorted.bam" 
Geneid	SRR6078274.sorted.bam	SRR6078275.subread.sorted.bam	SRR6078276.sorted.bam	SRR6078291.subread.sorted.bam	SRR6078292.sorted.bam	SRR6078293.sorted.bam
RRAS2	3645	4001	3222	2481	4701	4516
GAMT	616	716	543	711	381	565
C8orf76	151	140	126	137	164	136
RTL9	16	11	14	16	32	54
PPP1R15B	2912	3804	2554	2980	4789	3038
FAM222A	4	8	14	25	18	8
A2ML1	0	2	1	10	2	1
ZNF747	586	644	464	823	649	540
LOXHD1	0	0	0	0	0	0
SULT1C2	1	0	0	2	2	6
DGKB	32	30	4	18	71	32
ATXN2L	1011	1613	1028	1437	2158	1909
SIN3A	1244	1922	1489	1300	1450	2004
SIRT3	624	570	427	631	460	597
KDM4C	1234	1617	1110	1325	1057	1386
STPG1	325	421	250	361	327	486
COX18	803	785	616	920	705	681
CCL20	0	0	0	0	0	4
LILRA3	0	0	0	0	0	0
NIPAL3	2576	4378	1773	3760	3547	6684
CRACR2A	190	479	298	224	145	201
ABCC6	29	26	18	14	4	14
RCAN3AS	2	6	0	0	0	0
CCDC168	16	14	14	4	14	27
WDSUB1	547	345	388	396	507	419
SPDYE6	4	28	15	51	36	44
LHCGR	2	0	0	4	2	3
NUDT1	448	571	538	323	379	772
NKAIN3	0	0	0	0	0	0
MIR4436B1	0	0	0	0	0	0
ATRIP	10	23	14	26	13	17
ACTN1	11542	30588	14557	32902	52059	22676
POGLUT2	881	686	630	1229	1007	836
COX4I1	5508	6061	5279	4875	4856	6256
TLR2	10	6	4	4	10	12
ST3GAL3	601	636	514	560	578	645
LIMCH1	2916	456	1867	5121	3751	505
KHDRBS2	0	0	0	0	0	0
SEPTIN10	4261	5883	2858	4004	3715	5927
ACYP1	136	203	140	118	87	274
RDX	4338	5444	3900	4790	5539	7066
CEP57L1	573	784	641	574	569	1067
ENTPD6	2100	2981	1956	1263	1330	2957
CAMK2D	7536	9114	5854	5009	4923	10952
TMTC1	706	8	32	1020	381	2886
TXNDC15	2633	4230	2966	2794	2341	3913
ADGRL2	2751	2877	2203	3805	2316	1535
DDX31	496	787	522	729	624	713
NHLRC4	8	28	23	15	18	30
ZBTB44	2880	3067	2611	2841	2342	2993
PUF60	3802	4328	3758	3707	3379	4239
SRPK2	2025	2997	2070	2328	1946	2900
AGER	56	65	43	51	56	76
SMIM32	10	7	3	8	26	5
SFXN2	128	164	200	155	39	176
MTRR	1138	1546	1126	1330	1226	1591
TCP11	8	20	23	4	6	4
COMMD4P1	69	46	45	32	31	59
TBILA	9	11	10	11	5	0
UBXN2B	509	522	390	922	579	670
FAM92A	1348	1357	1228	1304	802	1215
LCORL	419	661	465	432	495	830
FANCL	304	403	426	311	207	483
USP17L11	0	0	0	0	0	0
USP17L12	0	0	0	0	0	0
USP17L10	0	0	0	0	0	0
MIR6731	0	0	0	0	0	1
MIR4425	0	0	0	0	0	0
RSRP1	4864	7249	3894	3500	3537	3715
FPR1	9	16	26	39	4	30
ZNF25	1371	1617	963	1673	2032	1173
UNC13B	1988	2855	1835	2155	1253	3730
RABL2B	215	213	166	255	255	229
CMC2	490	468	532	639	733	785
EPB41L2	4468	4975	3806	5298	4271	4173
FLCN	3734	4815	3984	3729	2434	4422
NAT1	269	308	246	359	237	384
INPP4A	1684	2260	1546	2089	1698	2294
CEP63	797	889	558	988	952	1058
MYCN	0	0	0	0	0	2
MTFR1L	1614	1861	1268	1940	1649	1840
LOC646471	143	231	150	294	267	215
FLOT2	1610	2320	1277	1560	1028	1727
GRAP2	0	0	2	0	0	0
MIR3917	0	0	0	0	0	0
GSS	2038	2737	1876	2090	1673	2555
HPS1	2220	3905	2174	2790	2061	2867
TASP1	312	319	253	525	474	317
PSG1	347	149	87	19	88	1429
FAM126B	909	1288	771	1186	1163	1296
ATL3	19465	20198	14431	16897	14693	34831
FXYD3	1	2	2	4	14	0
C1orf232	0	0	0	0	0	0
RPL24	5935	5185	6931	4821	4256	4375
RPL17	398	345	517	334	222	501
RPL23A	3590	2821	3954	2795	2770	2376
APP	38198	44957	33852	55613	36062	68110
SEZ6L	8	6	6	0	2	2
SLC8A3	0	0	0	0	0	0
ZNF148	4319	5876	3781	4232	4310	4611
SLC6A9	1061	1262	949	1490	1445	626
DUS4L	67	68	74	96	77	75
IFNA7	0	0	0	0	0	0
PCDHB16	147	152	72	131	50	190
PPP4R4	8	0	12	71	46	149
PCDH15	0	0	0	24	0	0
MTAP	1415	1471	1441	1514	1470	1739
MSX1	1313	865	557	648	717	981
HAS2	5418	10575	4288	1243	5949	6218
FAM24B	46	32	47	35	60	94
CDC25B	1415	2523	1626	872	757	4823
IL1R1	23216	14963	7193	7068	4237	19710
FAM126A	7313	13823	8716	12336	8091	8887
ICA1L	266	353	324	282	160	369
LOC101928728	23	16	16	19	22	35
RHOH	2	0	2	2	2	2
OAZ2	2334	2245	1781	2413	1966	2840
TPM1	17095	31568	18895	50391	124935	44865
BRD2	6085	7346	4973	5852	4901	6272
ADAMTSL3	3	0	2	3	4	2
DDX24	6851	6924	4895	7155	5495	5936
ARHGAP12	5418	6018	4650	5659	4685	7104
PITRM1	3408	3337	2992	4449	3498	6120
BNIP2	5140	5940	4828	5960	5798	6711
RAPGEF1	2186	3687	1948	3011	2236	5573
C21orf62	6	3	2	4	5	7
TMEM121B	3	2	2	4	8	7
SAMD1	778	1021	707	876	979	1191
KLC4	915	928	608	1235	806	802
ACTG1P20	984	1348	1073	1097	1510	1073
RAB7A	4080	4401	3335	4771	3517	8447
SEMA3B	750	1246	1004	1114	1827	225
MAPKAPK3	1513	1740	1607	1535	709	2942
DAP3	2428	2583	2168	2254	1973	3142
LRP8	185	389	345	312	164	608
CABP1	2	0	2	0	4	0
ZNF320	902	872	805	1412	854	1151
DST	35392	59852	47059	53070	40189	56270
DISC1	0	12	11	14	26	13
LINC02574	2	2	2	2	0	6
B3GALNT1	446	508	567	1197	467	1077
VPS37A	1595	1864	1251	1745	1865	1666
MXD3	203	203	323	97	117	695
MED16	1325	2123	1336	1581	1287	1844
IKBKE	459	980	471	385	418	661
ALG13	811	945	1226	971	1002	911
SCARNA1	15	11	15	15	5	20
ANKRD11	3326	5624	3533	4936	7140	5062
CYTOR	1735	1826	1210	1081	2563	2197
HDAC2	1986	2515	2239	2352	2328	2765
NEK4	1135	1108	952	1113	826	1493
PTK2	3548	4183	2832	3304	3700	4706
CADPS2	77	73	679	179	61	205
TIMM23B	124	157	87	184	168	171
SMUG1	917	695	632	1090	1034	873
TRPM3	10	15	9	8	32	8
CDKN2B-AS1	45	71	88	121	79	77
DNAJC8	2327	2552	2363	2308	1820	3265
OAZ3	8	28	23	21	21	26
SDF4	7401	11005	7396	8556	5883	10239
HEMK1	1288	1646	1332	1191	1086	1222
UBAC1	1115	1081	1051	1390	1120	1326
NSA2	2034	1856	2443	1499	1153	1604
CAMTA1	687	663	662	567	565	753
DOK7	4	3	4	9	2	5
ADORA1	117	220	220	74	32	356
DEFB115	0	0	0	0	0	0
DEFB113	0	0	0	0	0	0
ATP23	192	289	156	200	193	170
RAB27A	448	529	386	482	382	661
IKZF3	1	2	0	0	2	4
UBE2W	1601	1683	1364	1416	1742	1860
SNORA73A	34899	25274	46055	23136	20121	22811
SNORA73B	16200	10911	21536	11309	10470	11242
STAT6	10091	11038	7019	6523	4669	10942
PARP4	3803	5563	4194	3994	2535	6858
GOLGA8N	100	126	97	122	148	90
TRNAU1AP	671	821	664	531	524	1035
TIMM9	449	442	457	330	307	405
PTGR2	233	321	320	459	281	425
FBXL2	33	294	171	340	196	399
SNORA61	0	0	0	0	0	0
SNORA44	4	8	6	5	5	5
SNORA16A	71	84	69	147	95	45
ZNF670	97	149	161	140	106	209
C19orf84	0	0	0	0	0	0
ACRV1	15	8	2	2	6	8
LINC01715	58	20	29	36	29	80
RNU11	0	0	0	0	0	0
STAU1	4105	4483	3237	4220	3200	4915
TIAM1	357	814	12	462	717	807
NARF	1196	1008	887	1358	1333	1405
PLEKHM1	747	1410	710	1287	1017	1995
VWA7	18	47	18	9	2	8
DMAC1	1104	917	985	1276	970	1176
CNTLN	764	1147	868	797	670	1599
HACD4	648	1256	734	786	477	1264
FAM219A	544	834	540	919	1114	1220
C4orf33	273	306	157	247	221	345
FBXO9	2542	3039	2145	2444	2344	2641
UBE2C	244	349	567	15	90	3067
STIM1	1957	2834	1580	1978	1659	2697
GAPVD1	3023	3524	2568	4473	5160	4335
ADCYAP1R1	0	2	0	6	0	14
TPM3	6094	9908	7202	6140	4809	17712
SLC26A5	0	2	0	6	7	4
JOSD1	3159	3642	3240	4136	3573	3785
ENDOU	13	14	6	9	2	27
ZNF20	1	0	0	0	0	0
BFSP1	34	43	67	98	55	24
OTOA	4	0	2	0	0	0
CHN1	3611	7238	5031	6049	6323	3778
ASPM	1157	1925	2549	347	487	14653
LINC01756	0	2	0	0	0	2
LINC01648	0	0	0	0	0	0
ZNF226	693	718	587	829	658	734
MATN1-AS1	44	32	29	24	30	26
AMFR	7546	8632	7145	8779	6395	10894
MIR4420	0	0	0	0	0	0
LINC01778	14	6	7	5	7	4
VPS52	1320	1809	994	1262	1148	1596
ZNF717	470	452	372	476	337	612
DCP1A	980	1284	961	1187	1377	1446
SNORD103A	0	0	0	0	0	0
SNORD103B	0	0	0	0	0	0
SNORD103C	2	2	7	0	0	2
N4BP2L1	242	315	239	296	383	230
LCP1	0	2	0	4	8	25
WDR25	443	478	459	397	548	405
STING1	1253	3198	1214	1684	1205	2957
HLTF	1556	2397	1377	1624	1743	2652
LINC01226	0	0	0	0	0	0
ABHD18	527	522	438	484	556	539
ATP8A1	39	109	80	99	38	154
TMEM39A	2977	3069	2313	2867	2727	2331
TMEM170B	341	260	121	443	303	662
DEFB131B	0	4	0	9	4	3
OR6M1	0	0	0	0	0	0
OR10V1	0	0	0	2	0	0
OR51I1	0	0	0	0	2	0
OR2A1	0	0	0	0	0	0
GOSR1	1051	1378	865	1304	1462	1306
BEST1	653	485	413	1102	1032	1064
ASNS	174	122	120	110	310	80
CNTROB	1179	1826	1242	1503	1264	3022
MIR4254	0	0	1	1	2	1
SLC39A8	2011	545	265	1707	626	1658
SPOCD1	683	2833	915	479	1482	2609
SLC39A7	6219	7830	5168	9284	6635	10048
CCN6	5	7	10	8	12	6
CLIP1	8690	8774	6211	10565	10700	10238
TACC1	4287	8384	5042	5587	6056	6927
FBXL16	5	16	10	15	14	18
TMEM150A	621	665	444	1039	747	433
IFNL2	0	0	0	0	0	0
SLC9C1	2	3	0	9	4	5
TMEM39B	416	530	393	420	254	535
C11orf54	1367	1398	1047	1699	1167	1529
TNPO1	14585	18375	13429	15846	12621	20738
MIR5585	0	1	0	0	0	0
QRICH1	2490	3315	2366	3230	2922	3951
SRPX	5700	7174	5587	2233	1775	14723
SMC1A	2508	3599	1974	2224	1978	5091
JUP	176	248	173	275	63	130
GPN3	575	471	542	581	430	948
SLC25A24	2475	3760	3071	2704	2861	3846
CASP12	0	0	4	23	5	11
MTMR9LP	1277	1531	851	1244	717	642
RWDD2A	401	496	327	646	600	398
TBC1D14	1216	1394	1216	1404	947	1499
DGUOK	785	941	736	698	711	861
GPR108	2465	2222	2001	2304	1861	1908
CALU	63638	70032	44269	56284	59031	75154
FAM89B	972	977	927	1380	968	1377
RPP14	229	329	258	318	352	378
SLC39A4	88	113	71	88	97	16
FDFT1	2731	2817	2205	3826	1693	3711
LRTOMT	274	283	265	251	177	415
KY	122	43	48	4	5	51
IAH1	2128	1960	2001	1747	1998	1793
INKA1	204	324	204	209	128	118
GOLGA8Q	6	17	16	6	15	12
CPNE6	0	0	0	2	0	4
COX7A2	2675	2474	2440	2287	2445	3224
TRIM60	0	0	0	0	0	0
SPOCK3	0	0	0	2	0	0
CABYR	117	132	89	178	161	310
BCL2L12	80	201	114	109	117	538
S100PBP	1848	1804	1512	2107	2204	2178
KIDINS220	7291	9010	6410	8995	6465	9504
FAM133B	186	247	185	235	196	263
ZNF154	642	738	700	1030	823	567
DTD1-AS1	4	2	5	2	2	8
TTC23	1025	1136	882	1074	1097	1343
DHFR	406	437	446	268	186	1163
MTRF1L	366	473	383	642	503	589
SLC22A8	0	0	0	0	0	0
SSTR3	0	0	0	0	0	1
FXN	197	239	240	124	40	107
SLC4A10	2	2	4	4	0	4
ADTRP	66	18	69	60	42	178
PLEKHH1	22	14	12	38	85	14
USP39	1649	1536	1480	1842	1487	1681
ASZ1	0	0	0	0	1	0
APBB2	1473	2946	1520	4097	4176	2953
TSACC	9	16	12	6	14	9
YPEL1	19	10	29	34	22	34
PHACTR1	122	82	87	109	268	531
MORF4L2	11746	13071	11950	14391	13181	16162
MIR31HG	709	705	536	916	612	1541
CASC2	50	82	62	46	37	87
MAP7	394	736	176	69	86	854
EPHB6	881	141	349	193	123	102
PMS1	1168	1684	1366	1169	1271	1077
MUC6	14	19	10	14	13	13
TRIM62	72	196	104	161	122	201
SNAPC2	826	1110	847	701	632	1093
CCL3	0	0	0	0	0	0
SLC28A1	0	0	0	0	0	0
MIR3605	3	2	4	2	4	5
CIB1	1715	2259	1955	1739	1051	2264
ZSCAN31	126	45	49	146	81	160
NRG4	13	10	9	14	5	13
SLC10A7	305	397	255	431	441	371
TMEM222	1450	1544	997	1345	1359	2015
KIRREL2	0	2	1	2	0	0
PWWP2B	455	383	514	541	450	324
ZNF655	3216	3878	2733	3322	4203	3843
CCDC167	242	267	265	319	223	501
TAS2R4	2	10	12	5	6	12
TAS2R3	2	4	11	3	2	6
CHADL	40	51	46	77	15	13
NEUROD4	0	0	0	0	0	0
PSMD5	1474	2020	1513	1747	1413	2186
CSMD2-AS1	0	0	0	0	0	9
IFITM1	2681	2673	2879	1503	890	1865
OR1A2	0	0	0	0	0	0
HEATR3	1006	1570	1286	1319	1209	1333
ZNF687	993	1511	909	1127	1144	1302
ST3GAL4	775	823	703	716	747	1086
SMIM12	1126	1340	1234	1647	1146	1890
POTEG	3	1	0	10	14	4
LOC653160	82	93	50	100	130	56
RBMY1E	0	0	0	0	0	0
LPIN1	2919	3250	2562	3407	1154	4302
ZMYM1	1035	1189	1033	1069	1006	1679
HAGLROS	8	2	21	15	12	40
HAGLR	49	370	58	217	337	489
RGS20	51	51	67	28	56	103
SNTG1	0	0	12	0	0	9
PRKACB	1661	2271	1711	2171	2153	2170
CD163L1	49	82	74	141	55	89
ZMYM4-AS1	0	4	1	11	3	13
NFATC4	15212	18036	11212	6296	6604	10033
ARHGAP44	66	119	46	44	19	209
NELFCD	1480	2218	1713	1431	1461	2022
HINFP	513	543	460	655	585	513
PLEKHH3	787	1207	823	1176	1038	702
KIR3DL2	0	0	0	0	0	0
C1orf216	1995	2069	1620	3025	2077	2142
DCTN2	6058	6024	4954	5671	4891	6374
STMN4	0	0	0	0	0	0
PRMT5	1451	1378	1467	1407	1223	1857
PRKAA1	4297	5456	3474	4360	5172	5020
VMO1	24	18	10	9	8	22
HK3	0	4	2	2	2	0
PAX6	25	6	52	14	45	9
HDLBP	70695	88874	69517	68066	63391	78332
RECQL5	999	1311	828	1350	905	954
SUPT5H	4217	5391	3655	5534	4281	5920
CREM	473	483	546	705	482	668
CNTNAP5	2	0	0	0	2	4
ATG13	2361	2789	2067	3051	2847	3580
CNEP1R1	1027	956	865	1128	815	1342
ZNF560	12	20	2	12	12	11
TSPAN15	2	10	10	49	156	4
SH3D21	140	221	124	140	266	206
EPB41L3	2671	2413	4578	1633	2339	3753
MAPT	62	53	28	32	38	60
SNORA63C	6	2	4	13	8	6
CCDC186	1352	2152	1306	1739	1687	1557
OSBPL9	2158	2181	1604	4233	2863	2457
ARRB1	430	924	579	589	288	1580
ZNF774	55	56	46	102	30	47
MYOM2	13	24	2	64	16	57
TECPR2	1757	1770	1320	1932	1409	1904
MIR4255	0	0	0	0	0	0
LINC01137	97	111	79	132	147	115
MIER3	1174	1342	1080	1075	1163	1296
TNXB	23200	6267	148	635	191	3893
MIR6732	2	2	0	3	1	4
BCL6	2119	2527	1661	2113	3368	2245
LDB2	1086	2420	1076	648	239	3503
CNN3	9666	14190	8565	19636	23641	10933
MIR5581	6	11	8	17	5	13
SCAMP2	1620	2306	1462	2567	1506	3140
GNL2	2197	3069	2310	2561	2323	3649
TIPARP	3168	6445	5038	2475	4195	4535
EGFL6	103	38	47	34	194	141
LOC102725023	0	0	0	0	0	0
B4GALNT2	0	0	0	0	0	0
CHIA	0	0	0	0	0	0
MR1	2103	1964	1638	2756	1522	1866
BAG4	1396	1686	1260	1649	1250	1976
BACH2	18	2	47	32	445	20
DNAJB2	2478	2884	2005	2069	1892	2390
TNFRSF11A	0	0	5	0	0	8
C19orf48	885	691	1443	659	633	1262
GPR135	96	144	148	163	185	94
CLEC7A	0	0	0	0	1	0
NDST4	0	0	0	2	0	0
GPRASP2	2	3	1	4	1	3
SLC12A1	10	5	1	9	14	17
ZNF124	425	383	557	688	416	842
AKR1C1	2818	2081	940	2543	753	9975
DBP	198	143	251	377	252	224
DAZL	0	0	0	2	0	25
CDKL1	341	712	267	1709	884	537
TNFRSF18	4	7	22	0	0	6
EPHA10	0	4	0	0	0	0
MANEAL	34	48	72	42	12	23
P2RX5	0	28	0	6	6	11
C9orf72	139	179	144	201	110	228
GART	2821	3575	2980	2411	2471	3271
USP28	1473	1909	1450	1150	1247	1646
PSD3	6209	8151	5957	5294	5255	9706
PIAS1	954	1201	762	1003	885	1353
GNAS	19965	34822	22516	25563	23762	34255
AGAP6	35	17	25	39	26	15
ITGAX	0	0	0	0	0	0
SLMAP	2253	2903	2110	3838	3704	3299
TCL1B	0	0	0	0	0	0
C1QTNF6	697	723	486	700	426	401
PPP4R3B	3097	3924	2754	3275	2921	3452
L3MBTL4	0	0	0	0	22	2
RNF144A	277	144	146	164	64	1528
SLC37A3	2616	2578	1920	3353	2026	3075
ALKBH5	5121	5987	4382	6701	6760	6200
NSUN2	1895	2685	2039	2219	2491	3261
MIR3659	0	0	0	0	0	0
LINC01343	0	0	0	0	0	0
LINC01685	0	0	0	0	0	0
DLG4	487	695	454	666	826	665
GJA9-MYCBP	3	2	2	11	6	4
SMAD2	5464	6773	5304	6228	5440	6752
LOC105378663	3	1	0	5	2	1
TBC1D3L	12	12	8	14	12	7
FGD1	283	764	340	602	636	746
SMAD1	223	624	312	681	452	452
CAMK2G	2189	3123	1775	3235	3057	3274
KIR2DL1	0	0	0	0	0	0
RASL10A	0	0	4	0	0	0
MMS19	2696	4250	2752	2615	2889	3079
XRCC6	9347	10410	9339	8021	6663	12977
OXCT2P1	28	5	57	48	68	31
PPIEL	253	369	208	317	338	207
EML1	2279	2633	1379	1486	1576	4832
WDR60	689	655	477	1006	931	996
ZDHHC18	651	1159	701	843	836	1383
PABPC4-AS1	7	18	15	8	13	13
SNORA55	9	4	11	17	5	22
LIMD2	257	525	350	222	439	431
CXCL11	0	0	0	0	0	2
NCK1	1757	1972	1550	1817	1276	1787
PPIE	1373	1368	1240	1371	1081	1320
NPL	66	79	53	84	153	118
ECEL1	0	0	2	0	0	6
LOC101929536	0	0	0	0	0	0
RXFP1	96	73	10	72	6	43
TRIT1	875	877	623	890	949	745
ZNF627	652	654	628	558	544	633
OR2T12	0	0	0	0	0	0
OR4C16	0	0	0	0	0	0
TSPOAP1	352	1018	253	396	158	56
ASMTL	1112	1266	944	555	917	1263
ATF6B	2270	3169	2309	2592	2205	2194
OGDHL	0	8	12	0	1	9
OR2J2	0	0	0	0	0	0
RAET1G	109	111	73	71	12	261
CCDC84	257	334	227	480	385	427
ZCCHC2	439	545	415	431	311	394
ZMYM2	4191	4928	3524	5605	5762	4266
TRAF3	1527	2161	1318	1218	1713	2427
USH1G	0	0	0	0	0	0
ANAPC16	2689	2023	2282	2148	2113	1131
UBE2Q2	2843	3921	2928	3160	2779	3922
MOB1B	1534	2537	1673	2010	1857	3077
MCAT	393	393	295	455	353	394
PDE8A	1399	1615	1159	1372	1611	1692
HTATIP2	1525	1751	665	1203	1650	926
WIPF3	2	5	5	2	8	2
FAM49B	556	786	612	692	627	698
NLGN1	1324	3886	1654	827	331	820
NCOA5	897	1139	865	1065	997	1237
PSMD12	1247	2108	1412	1770	2009	2301
NCS1	2743	3713	2476	3447	2687	7536
SMAP2	389	827	341	399	733	1134
NTM	594	738	459	728	1951	1433
CLEC10A	0	0	0	0	0	0
ITGB6	0	2	0	0	0	4
SLC26A7	0	4	2	2	2	23
WDR46	2707	3062	2484	2573	2001	3061
SORCS2	660	1182	1215	700	1357	557
NFYC-AS1	66	100	68	154	150	107
PXK	3173	6148	2632	3134	3380	5223
ANKRD28	7377	9679	7762	6230	6494	12485
GAB3	24	73	10	32	30	82
ITIH6	0	0	0	0	0	0
WDR83	294	302	266	336	323	370
RAB13	2073	2978	2379	1223	1143	2557
PGA4	0	0	1	0	0	3
PGA3	1	2	0	0	0	3
SLFNL1-AS1	14	49	27	49	135	52
C1orf127	0	0	0	0	0	0
MUC21	0	0	0	0	0	0
STYXL1	754	840	613	848	473	707
CT47A1	0	0	0	0	0	0
UGT8	0	0	0	2	30	2
SCMH1	873	1341	965	1271	1251	1294
JRK	989	1254	831	1104	1024	2076
MID1	1639	2155	1255	1633	2075	2563
PRSS1	0	0	0	0	0	0
PRSS2	0	0	0	0	0	0
COLQ	73	58	32	100	58	146
DGKI	758	372	1006	1452	547	668
P2RX7	80	98	21	71	220	334
TRPM8	3	0	8	0	16	9
DPP10	0	0	0	0	0	0
GPR171	0	0	0	0	0	0
FOXJ3	764	1432	753	1360	1567	1731
SMG1	4150	6805	4913	5461	5645	7115
ZMYND12	30	13	10	29	16	8
DOCK9	1079	1484	1038	1537	1603	1066
CRISP2	0	0	0	0	0	0
DLG1	2506	3793	2386	4933	5683	4335
C3	843	718	374	712	549	4916
USP21	302	368	258	354	363	368
RPS6KB1	1768	2154	1491	1955	2513	2512
ADAMTS13	203	261	190	275	212	230
SLC28A3	14	34	14	11	27	103
COL13A1	1394	1263	501	138	123	2828
ZNF326	957	1166	1019	1153	917	1236
S100A7A	0	0	0	0	0	0
NLRP9	0	0	0	0	0	0
GATC	1262	1240	1306	1354	1137	1772
GIPC1	3335	3941	3191	4234	3717	4421
PPT2	219	209	160	332	309	258
SNAP91	2	0	0	0	0	0
POLI	1239	1724	956	1710	1664	1153
TIMM8B	819	633	828	1045	785	776
IFT57	2149	2067	1299	1744	1393	2346
ZNF107	209	311	247	230	140	485
ZNF691	218	264	223	208	176	219
LOC339539	0	0	0	1	0	1
TPRA1	1733	1860	1370	1504	1366	1461
SLC2A1-AS1	24	28	17	62	14	18
IL17RE	55	184	41	113	41	125
YPEL4	142	174	120	165	116	164
MIR6733	3	5	3	6	4	4
ANO6	7905	10293	8201	11083	10785	10066
COL11A1	1532	3162	1013	98114	38603	16
PPP1R32	28	50	54	31	30	30
VCL	15806	32841	16151	24732	21240	29558
CYP26B1	329	123	67	346	510	804
GAD1	33	114	8	235	62	77
UBQLN2	610	1193	635	789	680	1170
STOML2	2582	2980	2930	2218	2002	2497
UBQLN1	5789	6334	5011	5894	5713	6538
RAX	0	0	0	0	0	0
KCNIP3	680	360	459	446	370	1159
ZNF708	419	356	308	396	285	432
MIR6734	0	0	0	0	0	1
GRAMD1B	595	991	385	697	423	2059
HHAT	181	162	395	1010	1625	288
OTX2	0	0	0	0	0	0
FGR	4	9	9	10	2	7
SH2D2A	10	11	2	6	4	8
KCND3	421	224	143	155	988	25
GOLGA8S	0	0	0	0	0	0
TENT2	2332	2706	1974	1935	1943	2553
SZT2-AS1	0	1	1	1	2	1
MIR6735	0	0	0	0	0	0
PLLP	3	3	2	10	4	3
SLITRK4	10	0	0	44	0	6
DAD1	4612	3865	4497	5323	5143	6809
STX4	1213	1796	1257	1242	1199	1599
SFSWAP	1251	1682	1137	1597	1558	1520
SMS	761	1141	972	374	745	2279
SLC4A9	0	1	2	2	3	3
SIGLEC7	0	0	0	0	0	0
KCNE3	167	83	157	146	36	6
PIBF1	907	1332	865	1228	967	1201
TRIM37	2157	2414	1936	2621	2350	2643
KDM4A-AS1	22	38	20	56	63	63
F11R	26	49	2	18	123	16
TAS2R16	0	0	0	0	0	0
PRTN3	0	0	0	0	0	0
HTRA1	28160	30034	28186	38924	33366	41314
KLK6	0	0	0	0	0	0
GGCT	675	695	739	945	885	811
EIF2B3	1061	1450	963	1014	833	1495
AANAT	2	4	0	0	2	4
PLEKHA8	921	1212	792	997	1181	963
STRN3	2545	2859	2075	3153	3436	2536
KCNMA1	690	2244	877	2082	1446	2394
ZNF23	882	948	795	831	1077	1048
TSEN34	1506	1613	1385	1740	1141	1764
PTER	730	1002	615	493	1289	748
ATXN3	1415	1856	1438	1227	1148	1470
LNPK	4514	5558	3360	5304	3609	8307
STXBP5	4424	6610	4378	6734	5180	5271
UBTFL1	0	0	0	0	0	0
ATL1	450	958	112	661	274	928
ABCC3	3012	2287	2090	1991	1205	915
CACNA1C	2452	3633	1702	2668	3021	2762
SERPINA1	0	0	2	0	0	2
LOC101929592	4	1	0	2	0	11
MIR6079	0	2	0	1	1	2
PLXNA4	806	539	148	646	459	978
GPR55	2	0	0	0	0	20
SNURF	0	0	0	1	1	1
LINC01297-DUXAP10-NBEAP6	0	0	0	2	0	5
RELCH	1535	2341	1412	1808	1494	2291
NEUROG2	0	0	0	0	1	0
TAS2R7	0	0	0	0	0	2
SRPK3	49	392	19	93	51	30
RNFT1	309	351	443	444	216	239
CCDC24	104	126	92	182	73	198
DNAJC17	299	443	331	416	277	395
ZNF197	15	16	16	19	17	14
PRR20E	0	0	0	0	0	0
TTC26	497	477	426	571	393	765
USP17L7	4	0	4	12	10	9
SFXN5	582	745	758	1030	723	899
SPRY2	831	717	740	640	718	2609
SRRD	470	488	432	531	620	589
CMIP	216	413	183	502	694	941
ANAPC15	136	164	144	102	163	263
EPB41L5	845	864	513	778	797	1495
FGFR2	163	600	110	1321	595	61
MECP2	1260	1827	977	1949	1875	2182
OR2T27	0	0	0	0	0	0
C8orf82	675	803	627	993	519	623
DNAI2	0	0	0	0	0	0
PKP4	3241	4415	2569	3533	3524	3197
PRELID3A	228	455	246	359	239	320
FAM210A	608	671	643	798	829	825
ERI3	1422	1659	1531	1574	1428	1511
IGDCC4	244	673	704	610	486	204
ERI3-IT1	27	28	15	26	21	22
SNORA110	0	3	0	0	0	0
INSIG2	581	720	423	1413	1828	856
MIR5584	0	0	0	0	0	0
TMEM53	49	139	54	96	45	127
SNORD145	0	0	0	0	1	1
ZNF735	0	0	0	0	0	0
ZNF727	4	0	18	17	7	2
RNU5F-1	1	1	0	2	0	9
RNU5D-1	1	7	5	9	1	41
TMTC4	684	1040	764	330	218	712
UBL7	1035	1200	929	1048	885	1436
C2CD6	89	106	40	95	109	114
SNORD160	0	3	5	0	2	13
SNORD55	24	34	44	56	44	29
SNORD46	26	29	53	19	29	41
SNORD38A	21	41	23	30	29	24
SNORD38B	23	25	13	17	10	25
PUS1	360	506	428	463	514	456
OR4E2	0	0	0	0	0	0
IZUMO2	0	0	0	0	0	0
SLC2A11	347	294	387	614	336	348
CALCRL	120	76	51	474	337	70
FAM228B	216	253	299	256	244	147
ATL2	907	1117	1113	921	940	1472
FAU	6410	6120	6872	4911	4435	6015
ENO3	108	130	84	199	190	126
TP53TG3C	0	0	0	0	0	0
RALBP1	4008	5419	3413	4943	4039	6746
